format,dist_name,bits,mse,snr_db,kl_div,max_ae,eff_bits,enc_data_bits_per_element,enc_metadata_bits_per_element,dist_type,dist_sigma,enc_bandwidth_amplification,enc_dense_bits,enc_sparse_bits,enc_sparsity_ratio,dist_b,dist_nu,dist_mu1,dist_mu2,dist_outlier_ratio,dist_outlier_sigma,dist_n_outlier_channels,dist_spike_ratio,dist_spike_multiplier,dist_n_spikes,dist_mu
BF16,Spiky(10×),16,1.0031033380894246e-05,50.55416724935195,0.05287815216998291,0.015153169631958008,8.39686542496284,16.0,0.0,spiky_outliers,,,,,,,,,,,,,0.001,10.0,1.0,
INT4,Spiky(10×),4,0.10220638122780254,10.47284388874135,23.832148131910817,3.0,1.7395017173689655,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
INT8,Spiky(10×),8,0.008645876482547082,21.199533737906453,5.167520378806769,2.0625,3.5211663361231977,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
MXINT4,Spiky(10×),4,0.052485367203985854,13.36724160569226,16.37856345946257,3.0,2.2202507720548192,4.0,0.25,spiky_outliers,,1.0625,,,,,,,,,,,0.001,10.0,1.0,
MXINT8,Spiky(10×),8,0.02750939647450021,16.17281338020704,1.0494507570880238,2.0625,2.686246157054001,8.0,0.25,spiky_outliers,,1.03125,,,,,,,,,,,0.001,10.0,1.0,
MXFP4,Spiky(10×),4,0.07154609955330268,12.021764380747921,18.51486766071081,4.0,1.996771842326135,4.0,0.25,spiky_outliers,,1.0625,,,,,,,,,,,0.001,10.0,1.0,
MXFP8,Spiky(10×),8,0.045350900194652335,14.00176488549235,6.436164875038731,3.0,2.325642807556218,8.0,0.25,spiky_outliers,,1.03125,,,,,,,,,,,0.001,10.0,1.0,
NVFP4,Spiky(10×),4,0.05389633461970841,13.252031698729322,22.26494551409881,4.0,2.2011148207173417,4.0,0.0,spiky_outliers,,,,,,,,,,,,,0.001,10.0,1.0,
NF4,Spiky(10×),4,0.06510314190255295,12.431604522860605,23.609812246918,0.4858816862106323,2.064844816450972,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
FP6,Spiky(10×),6,0.002479770135371302,26.623509752221533,11.54945892696903,0.1756829023361206,4.422069251520619,6.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
SQ-Format,Spiky(10×),4,0.021177493909704553,17.30887835060628,20.761367227852446,2.0625,2.874942464193332,5.04,1.0,spiky_outliers,,1.26,4.0,8.0,0.01,,,,,,,,0.001,10.0,1.0,
HAD+INT4(C),Spiky(10×),4,0.012331553259180866,19.657446176233293,1.1051955373918783,0.332323944196105,3.2650311363282767,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
HAD+INT8(C),Spiky(10×),8,0.0002162490827307958,37.21808126595115,0.17034129890450891,0.03515493869781494,6.1817894897582075,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
HAD+INT4(T),Spiky(10×),4,0.012331553259180866,19.657446176233293,1.1051955373918783,0.332323944196105,3.2650311363282767,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
HAD+INT8(T),Spiky(10×),8,0.0002162490827307958,37.21808126595115,0.17034129890450891,0.03515493869781494,6.1817894897582075,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
HAD+SQ,Spiky(10×),4,0.010441955188019852,20.3798057548776,0.6873133404496965,0.305956756696105,3.385012465273753,5.04,1.0,spiky_outliers,,1.26,4.0,8.0,0.01,,,,,,,,0.001,10.0,1.0,
HAD+LUT4,Spiky(10×),4,0.020155308983612806,17.523729402447344,0.9787151719198268,0.41554123908281326,2.9106284514596776,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
RandRot+INT4,Spiky(10×),4,0.019343933498508558,17.702176100968764,0.7065152328239237,0.44279761612415314,2.940267806522588,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
RandRot+INT8,Spiky(10×),8,0.030596544195568624,15.710900238202544,0.8060891589370107,1.032414436340332,2.6095240448628796,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
SmoothQuant+INT4,Spiky(10×),4,0.16403723715698265,8.418199546271406,24.353225346356822,0.713076114654541,1.3982326790563515,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
SmoothQuant+INT8,Spiky(10×),8,0.0005111991034490442,33.48172317101104,8.87778380224893,0.03935432434082031,5.5611938433511385,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
HAD+INT4,Spiky(10×),4,0.012331553259180866,19.657446176233293,1.1051955373918783,0.332323944196105,3.2650311363282767,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
HAD+INT8,Spiky(10×),8,0.0002162490827307958,37.21808126595115,0.17034129890450891,0.03515493869781494,6.1817894897582075,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,10.0,1.0,
FP32,Spiky(50×),32,0.0,inf,0.0,0.0,inf,32.0,0.0,spiky_outliers,,,,,,,,,,,,,0.001,50.0,1.0,
BF16,Spiky(50×),16,1.0031033380894246e-05,57.63638056346174,0.0012386013021728104,0.015153169631958008,9.573195594069173,16.0,0.0,spiky_outliers,,,,,,,,,,,,,0.001,50.0,1.0,
INT4,Spiky(50×),4,1.7773293752260322,5.152158131382638,23.982309550087873,22.0,0.8557549422971179,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
INT8,Spiky(50×),8,0.6559884681490763,9.480875271609294,3.35443771160326,18.25,1.5747392964440883,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
MXINT4,Spiky(50×),4,1.0366194009919814,7.493643993116967,3.1395457801608244,22.0,1.2446673256909588,4.0,0.25,spiky_outliers,,1.0625,,,,,,,,,,,0.001,50.0,1.0,
MXINT8,Spiky(50×),8,0.6701197849477586,9.388312915388115,0.7124398359413717,18.25,1.5593650218610828,8.0,0.25,spiky_outliers,,1.03125,,,,,,,,,,,0.001,50.0,1.0,
MXFP4,Spiky(50×),4,0.1070486271026999,17.354026301440744,6.002423981004738,2.0,2.8824413765085115,4.0,0.25,spiky_outliers,,1.0625,,,,,,,,,,,0.001,50.0,1.0,
MXFP8,Spiky(50×),8,0.9730852751946524,7.768328311618308,0.7434199520062115,22.0,1.2902914034336885,8.0,0.25,spiky_outliers,,1.03125,,,,,,,,,,,0.001,50.0,1.0,
NVFP4,Spiky(50×),4,0.839829375226032,8.407926708374902,23.982309550087873,2.0,1.3965263976152202,4.0,0.0,spiky_outliers,,,,,,,,,,,,,0.001,50.0,1.0,
NF4,Spiky(50×),4,0.8570317951428088,8.31986797814973,24.29475202647048,2.261212110519409,1.3819001591184652,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
FP6,Spiky(50×),6,0.003124954410498729,32.70140046121112,0.8003065466715754,0.21993279457092285,5.431585046712989,6.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
SQ-Format,Spiky(50×),4,0.6634378650350078,9.431834771864567,4.191778779770839,18.25,1.566593845749622,5.04,1.0,spiky_outliers,,1.26,4.0,8.0,0.01,,,,,,,,0.001,50.0,1.0,
HAD+INT4(C),Spiky(50×),4,0.3038279090693209,12.82356067142614,1.5746730153487072,6.140625,2.129947323545157,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
HAD+INT8(C),Spiky(50×),8,0.15640638654797803,15.707292493398379,0.9802101428163834,3.5986328125,2.608924811421672,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
HAD+INT4(T),Spiky(50×),4,0.3038279090693209,12.82356067142614,1.5746730153487072,6.140625,2.129947323545157,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
HAD+INT8(T),Spiky(50×),8,0.15640638654797803,15.707292493398379,0.9802101428163834,3.5986328125,2.608924811421672,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
HAD+SQ,Spiky(50×),4,0.28821338967644894,13.052695788020497,1.5686588164382256,6.052734375,2.1680058426121613,5.04,1.0,spiky_outliers,,1.26,4.0,8.0,0.01,,,,,,,,0.001,50.0,1.0,
HAD+LUT4,Spiky(50×),4,0.06310673100812073,19.64908048120716,0.12693352530250626,0.8112845122814178,3.2636416244612483,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
RandRot+INT4,Spiky(50×),4,0.08951464391665559,18.13089643578489,0.0840114754932153,0.9282152652740479,3.011476712776348,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
RandRot+INT8,Spiky(50×),8,0.0020403062792877396,34.552883658276116,0.05036139903799152,0.1763153374195099,5.739109749190092,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
SmoothQuant+INT4,Spiky(50×),4,0.9443154159970395,7.898666523654963,24.27462455055472,2.964528799057007,1.311940111853786,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
SmoothQuant+INT8,Spiky(50×),8,0.012462477631052606,26.693793401853306,12.048334484918083,0.19677609205245972,4.43374311303677,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
HAD+INT4,Spiky(50×),4,0.3038279090693209,12.82356067142614,1.5746730153487072,6.140625,2.129947323545157,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
HAD+INT8,Spiky(50×),8,0.15640638654797803,15.707292493398379,0.9802101428163834,3.5986328125,2.608924811421672,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,50.0,1.0,
FP32,Spiky(100×),32,0.0,inf,0.0,0.0,inf,32.0,0.0,spiky_outliers,,,,,,,,,,,,,0.001,100.0,1.0,
BF16,Spiky(100×),16,1.0031033380894246e-05,63.092243495672726,0.0,0.015153169631958008,10.479394811887483,16.0,0.0,spiky_outliers,,,,,,,,,,,,,0.001,100.0,1.0,
INT4,Spiky(100×),4,4.72556541599704,6.361162457285044,22.3833649637191,44.0,1.0565662141498957,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
INT8,Spiky(100×),8,2.6227415084293866,8.918145356089095,4.513279633102822,36.5,1.481271880634081,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
MXINT4,Spiky(100×),4,3.884238740815705,7.2126410968151236,1.545388884246165,44.0,1.197993754892468,4.0,0.25,spiky_outliers,,1.0625,,,,,,,,,,,0.001,100.0,1.0,
MXINT8,Spiky(100×),8,2.6221402533709024,8.91914107636314,0.38307172900823505,36.5,1.4814372661917312,8.0,0.25,spiky_outliers,,1.03125,,,,,,,,,,,0.001,100.0,1.0,
MXFP4,Spiky(100×),4,0.14216796692642272,21.577682723765594,3.104930599190543,4.0,3.5839755231321297,4.0,0.25,spiky_outliers,,1.0625,,,,,,,,,,,0.001,100.0,1.0,
MXFP8,Spiky(100×),8,3.809022775194653,7.297564557752141,0.4190938724166573,44.0,1.2120992364325553,8.0,0.25,spiky_outliers,,1.03125,,,,,,,,,,,0.001,100.0,1.0,
NVFP4,Spiky(100×),4,0.9755654159970395,13.213136291278907,22.3833649637191,4.0,2.1946544333787603,4.0,0.0,spiky_outliers,,,,,,,,,,,,,0.001,100.0,1.0,
NF4,Spiky(100×),4,0.9443154159970395,13.354529455865947,22.338392598623614,2.964528799057007,2.2181393296720966,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
FP6,Spiky(100×),6,0.005055379080039478,36.06816298280733,0.036762118611043386,0.21993279457092285,5.990792197178202,6.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
SQ-Format,Spiky(100×),4,2.6149759509725086,8.931023260442302,1.1195740257232352,36.5,1.4834108542477906,5.04,1.0,spiky_outliers,,1.26,4.0,8.0,0.01,,,,,,,,0.001,100.0,1.0,
HAD+INT4(C),Spiky(100×),4,0.2068462562182779,19.949223603529916,0.4091037671593803,3.875,3.3134943179878067,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
HAD+INT8(C),Spiky(100×),8,0.04140200977944128,26.935486016027916,0.24203279778487424,1.14453125,4.47388738730444,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
HAD+INT4(T),Spiky(100×),4,0.2068462562182779,19.949223603529916,0.4091037671593803,3.875,3.3134943179878067,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
HAD+INT8(T),Spiky(100×),8,0.04140200977944128,26.935486016027916,0.24203279778487424,1.14453125,4.47388738730444,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
HAD+SQ,Spiky(100×),4,0.18231201113370588,20.49754743295333,0.40439709612809493,3.69921875,3.4045689346907,5.04,1.0,spiky_outliers,,1.26,4.0,8.0,0.01,,,,,,,,0.001,100.0,1.0,
HAD+LUT4,Spiky(100×),4,0.1562296016150483,21.168066998937135,0.07848475697809262,1.2181125581264496,3.5159398239113644,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
RandRot+INT4,Spiky(100×),4,0.34494231190948765,17.72823555395471,0.07755101429197286,1.946300208568573,2.9445961879731586,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
RandRot+INT8,Spiky(100×),8,1.6204345733784509,11.009385245498432,0.1267508270564713,21.98920440673828,1.8286193077229824,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
SmoothQuant+INT4,Spiky(100×),4,0.9443154159970395,13.354529455865947,22.338392598623614,2.964528799057007,2.2181393296720966,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
SmoothQuant+INT8,Spiky(100×),8,0.054465945500105445,25.744449780527564,13.651180295013152,0.39366039633750916,4.276060550667565,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
HAD+INT4,Spiky(100×),4,0.2068462562182779,19.949223603529916,0.4091037671593803,3.875,3.3134943179878067,4.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
HAD+INT8,Spiky(100×),8,0.04140200977944128,26.935486016027916,0.24203279778487424,1.14453125,4.47388738730444,8.0,0.0,spiky_outliers,,1.0,,,,,,,,,,,0.001,100.0,1.0,
FP32,LogNormal(σ=1.0),32,0.0,inf,0.0,0.0,inf,32.0,0.0,log_normal,1.0,,,,,,,,,,,,,,,0.0
BF16,LogNormal(σ=1.0),16,5.908116134698224e-05,50.46612307696283,0.14164173835638733,0.05745410919189453,8.382241604470314,16.0,0.0,log_normal,1.0,,,,,,,,,,,,,,,0.0
INT4,LogNormal(σ=1.0),4,0.42101752223799305,11.937611602421487,24.609707755520176,4.427837371826172,1.9827943683968643,4.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
INT8,LogNormal(σ=1.0),8,0.025223410944921837,24.162575157033856,1.6490985752973593,2.552837371826172,4.013316862948909,8.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
MXINT4,LogNormal(σ=1.0),4,0.3776675501850276,12.40951660126122,15.32527186191351,6.4324541091918945,2.0611760920850393,4.0,0.25,log_normal,1.0,1.0625,,,,,,,,,,,,,,0.0
MXINT8,LogNormal(σ=1.0),8,0.15489319735035134,16.28028986570682,0.9021034067339535,5.4949541091918945,2.7040976148900744,8.0,0.25,log_normal,1.0,1.03125,,,,,,,,,,,,,,0.0
MXFP4,LogNormal(σ=1.0),4,0.42785362154437645,11.867661188593155,14.431302864071425,6.427837371826172,1.9711758561495973,4.0,0.25,log_normal,1.0,1.0625,,,,,,,,,,,,,,0.0
MXFP8,LogNormal(σ=1.0),8,0.29886975155846035,13.425793687027102,3.365010656970714,6.4324541091918945,2.229976062254836,8.0,0.25,log_normal,1.0,1.03125,,,,,,,,,,,,,,0.0
NVFP4,LogNormal(σ=1.0),4,0.2747156452515937,13.791779377580431,23.19095878199992,6.427837371826172,2.2907649696436287,4.0,0.0,log_normal,1.0,,,,,,,,,,,,,,,0.0
NF4,LogNormal(σ=1.0),4,0.23080693908206723,14.54812469761211,23.83844938441092,1.1245241165161133,2.416391208046119,4.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
FP6,LogNormal(σ=1.0),6,0.015470479589893164,26.28557554084802,9.361255099079164,0.765498161315918,4.365939593971355,6.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
SQ-Format,LogNormal(σ=1.0),4,0.13104154636504428,17.006523218935246,22.866491881050102,2.552837371826172,2.8247223638667633,5.04,1.0,log_normal,1.0,1.26,4.0,8.0,0.01,,,,,,,,,,,0.0
HAD+INT4(C),LogNormal(σ=1.0),4,0.16795893870368128,15.928582095015017,2.129169748579873,1.392357587814331,2.645680218657509,4.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
HAD+INT8(C),LogNormal(σ=1.0),8,0.06796144900862508,19.857987013580857,1.5589752165184212,0.6878634691238403,3.298340248416132,8.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
HAD+INT4(T),LogNormal(σ=1.0),4,0.16795893870368128,15.928582095015017,2.129169748579873,1.392357587814331,2.645680218657509,4.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
HAD+INT8(T),LogNormal(σ=1.0),8,0.06796144900862508,19.857987013580857,1.5589752165184212,0.6878634691238403,3.298340248416132,8.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
HAD+SQ,LogNormal(σ=1.0),4,0.13052911614368123,17.023539339937948,1.4657145680871058,1.216576337814331,2.8275486803880066,5.04,1.0,log_normal,1.0,1.26,4.0,8.0,0.01,,,,,,,,,,,0.0
HAD+LUT4,LogNormal(σ=1.0),4,0.19374435942608192,15.30832263727304,1.4753060362192583,1.3292155265808105,2.5426573527178755,4.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
RandRot+INT4,LogNormal(σ=1.0),4,0.09003969669296566,18.636273078930113,1.4247551834955523,1.113430216908455,3.0954179562445474,4.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
RandRot+INT8,LogNormal(σ=1.0),8,0.0003671679929672485,42.53196515715051,0.09983531245092848,0.06456398963928223,7.064406499315433,8.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
SmoothQuant+INT4,LogNormal(σ=1.0),4,0.589886325401277,10.472930026841807,24.86577958873195,1.3143388032913208,1.7395160245977628,4.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
SmoothQuant+INT8,LogNormal(σ=1.0),8,0.0016982312522132868,35.88064502409223,4.086953132552445,0.07243570685386658,5.959646138410621,8.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
HAD+INT4,LogNormal(σ=1.0),4,0.16795893870368128,15.928582095015017,2.129169748579873,1.392357587814331,2.645680218657509,4.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
HAD+INT8,LogNormal(σ=1.0),8,0.06796144900862508,19.857987013580857,1.5589752165184212,0.6878634691238403,3.298340248416132,8.0,0.0,log_normal,1.0,1.0,,,,,,,,,,,,,,0.0
FP32,LogNormal(σ=2.0),32,0.0,inf,0.0,0.0,inf,32.0,0.0,log_normal,2.0,,,,,,,,,,,,,,,0.0
BF16,LogNormal(σ=2.0),16,0.013176746640644502,47.339411890469556,0.047720991384896105,1.6639404296875,7.862906117719784,16.0,0.0,log_normal,2.0,,,,,,,,,,,,,,,0.0
INT4,LogNormal(σ=2.0),4,67.56161535465728,10.240493598291566,16.793119234475608,115.585205078125,1.7009091694839467,4.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
INT8,LogNormal(σ=2.0),8,26.95278283888112,14.231457723894733,0.6628605265803487,85.585205078125,2.3637939622103836,8.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
MXINT4,LogNormal(σ=2.0),4,68.77177775172389,10.163391335457801,1.8360365902472902,115.585205078125,1.6881027608296029,4.0,0.25,log_normal,2.0,1.0625,,,,,,,,,,,,,,0.0
MXINT8,LogNormal(σ=2.0),8,44.504336745591644,12.053470514844534,0.506246145554901,85.585205078125,2.0020381172079245,8.0,0.25,log_normal,2.0,1.03125,,,,,,,,,,,,,,0.0
MXFP4,LogNormal(σ=2.0),4,104.51898357114916,8.345542069153998,2.3578319965831582,147.585205078125,1.386164533329354,4.0,0.25,log_normal,2.0,1.0625,,,,,,,,,,,,,,0.0
MXFP8,LogNormal(σ=2.0),8,65.88898473126169,10.349365689014435,1.1060462528635797,115.585205078125,1.718992432330018,8.0,0.25,log_normal,2.0,1.03125,,,,,,,,,,,,,,0.0
NVFP4,LogNormal(σ=2.0),4,90.62399388039123,8.96506186542447,13.420094502633203,147.585205078125,1.4890645441578427,4.0,0.0,log_normal,2.0,,,,,,,,,,,,,,,0.0
NF4,LogNormal(σ=2.0),4,17.404863308808416,16.13078767703632,13.736576289622382,19.583465576171875,2.6792658388504904,4.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
FP6,LogNormal(σ=2.0),6,0.9223294291859769,28.888633184622122,1.4944308682465477,10.638214111328125,4.79829810994458,6.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
SQ-Format,LogNormal(σ=2.0),4,30.813473484754667,13.650087271245514,13.055942150095722,85.585205078125,2.2672304202007423,5.04,1.0,log_normal,2.0,1.26,4.0,8.0,0.01,,,,,,,,,,,0.0
HAD+INT4(C),LogNormal(σ=2.0),4,10.870624881804561,18.1749487497302,0.9544353800990563,11.318425253033638,3.0187936437433343,4.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
HAD+INT8(C),LogNormal(σ=2.0),8,15.786708859450044,16.55457784827387,1.1134597745840433,20.038330078125,2.7496558626590475,8.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
HAD+INT4(T),LogNormal(σ=2.0),4,10.870624881804561,18.1749487497302,0.9544353800990563,11.318425253033638,3.0187936437433343,4.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
HAD+INT8(T),LogNormal(σ=2.0),8,15.786708859450044,16.55457784827387,1.1134597745840433,20.038330078125,2.7496558626590475,8.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
HAD+SQ,LogNormal(σ=2.0),4,26.74238443455559,14.265492568478713,1.0985178355295824,31.928955078125,2.3694470275318156,5.04,1.0,log_normal,2.0,1.26,4.0,8.0,0.01,,,,,,,,,,,0.0
HAD+LUT4,LogNormal(σ=2.0),4,16.386439181969678,16.392647941086295,0.905569584784338,14.642805099487305,2.722759887254602,4.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
RandRot+INT4,LogNormal(σ=2.0),4,20.67957589400526,15.382077567455879,1.1576165101090623,41.607940673828125,2.554907781453417,4.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
RandRot+INT8,LogNormal(σ=2.0),8,8.766927275431875,19.109019806007023,0.44443625362332095,24.138336181640625,3.173939487966689,8.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
SmoothQuant+INT4,LogNormal(σ=2.0),4,34.827125981353504,13.118317476471146,13.819535241943983,23.96670913696289,2.1789053691370697,4.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
SmoothQuant+INT8,LogNormal(σ=2.0),8,0.42953827314524157,32.20747517724237,7.156712321125728,1.3295645713806152,5.349545832833439,8.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
HAD+INT4,LogNormal(σ=2.0),4,10.870624881804561,18.1749487497302,0.9544353800990563,11.318425253033638,3.0187936437433343,4.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
HAD+INT8,LogNormal(σ=2.0),8,15.786708859450044,16.55457784827387,1.1134597745840433,20.038330078125,2.7496558626590475,8.0,0.0,log_normal,2.0,1.0,,,,,,,,,,,,,,0.0
